record_id,graph_id,world,fold,node_id,arm,shuffle_id,true_label,causal_description,module,is_root,is_sink,indegree,outdegree,has_visible_parent,visible_parent_count,visible_parents,has_visible_child,visible_child_count,visible_children,has_visible_same_module,visible_same_module_count,no_visible_structural_anchor,no_visible_any_candidate_anchor,motif_roles,primary_motif_role,structural_groups,optimization_applicable,initial_embedding_row,final_embedding_row,initial_embedding_ref,final_embedding_ref,initial_embedding_sha256,final_embedding_sha256,embedding_archive_sha256,displacement_norm,gold_cosine,centered_cosine,prediction_margin,rank,mrr,recall_at_1,recall_at_5,match_acc,exact,judge_acc,judge_status,decoder_alpha,decoded_words,nonfinite_seen,max_total_gradient_norm,max_parameter_norm
10,graph_00,industrial_cooling_system,0,node_012,oracle_without_generation,,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,False,False,2,1,True,2,"[""node_010"", ""node_011""]",True,1,"[""node_014""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,10,10,embeddings.npz#initial[10],embeddings.npz#final[10],92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,fd1665389c937b2593068b2a06131f976315ece1c2e18af24da86e8af0fc6780,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.1174682162130196,0.371618801935616,0.20242788264615702,-0.02256666048174194,3,0.3333333333333333,0,1,1,0,,pending,0.0004179257024759095,[],False,1.3735135681263644,1.5552928447723389
11,graph_00,industrial_cooling_system,0,node_018,oracle_without_generation,,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,False,False,1,1,True,1,"[""node_017""]",True,1,"[""node_019""]",True,4,False,False,"[""mediator"", ""chain""]",mediator,"[""non_root"", ""non_root_visible_parent""]",True,11,11,embeddings.npz#initial[11],embeddings.npz#final[11],46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,92dc815ad6c54538699031fa3598a94d9f06cd1053b2544540642459a50f2777,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.8624448196036183,0.5237581723098134,0.026407131564691287,-0.08211961809902879,7,0.14285714285714285,0,0,0,0,,pending,0.0004179257024759095,"[""length of service"", ""time-delay measuring system"", ""delay differential equation"", ""telephone index"", ""insecure files vulnerability""]",False,1.3735135681263644,1.5552928447723389
12,graph_00,industrial_cooling_system,0,node_000,residual_only_oracle,,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,True,False,0,1,False,0,[],True,1,"[""node_006""]",True,3,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,12,12,embeddings.npz#initial[12],embeddings.npz#final[12],5c1fe9b8b098af8ae6774ccfcbc41ef52d6c379c5bf3798aa82086475748bd9a,5c1fe9b8b098af8ae6774ccfcbc41ef52d6c379c5bf3798aa82086475748bd9a,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.0,0.7615252420773164,0.06190279669798249,-0.1847437076365681,5,0.2,0,1,1,0,,pending,0.0004179257024759095,"[""width restriction"", ""flow control"", ""coolant system""]",False,1.3734577562619892,1.057129979133606
13,graph_00,industrial_cooling_system,0,node_007,residual_only_oracle,,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,False,False,2,2,True,2,"[""node_002"", ""node_006""]",True,2,"[""node_008"", ""node_016""]",True,3,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,13,13,embeddings.npz#initial[13],embeddings.npz#final[13],24f8350d1cfd3c6ddde4f098a87206da64ef72f99a798d55f23bf4ae01808568,24f8350d1cfd3c6ddde4f098a87206da64ef72f99a798d55f23bf4ae01808568,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.0,0.9083248882537849,0.24607843318684347,-0.05190233717498627,4,0.25,0,1,1,0,,pending,0.0004179257024759095,"[""pump failure"", ""performance degradation"", ""heat shrink"", ""temperature reduction"", ""restoring energy"", ""impediment removal""]",False,1.3734577562619892,1.057129979133606
14,graph_00,industrial_cooling_system,0,node_012,residual_only_oracle,,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,False,False,2,1,True,2,"[""node_010"", ""node_011""]",True,1,"[""node_014""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,14,14,embeddings.npz#initial[14],embeddings.npz#final[14],92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.0,0.9284004902278485,0.3125196493494865,-0.017246405844622115,3,0.3333333333333333,0,1,1,0,,pending,0.0004179257024759095,"[""climate control"", ""call delay"", ""response time"", ""change intensity"", ""intensity level"", ""control brief""]",False,1.3734577562619892,1.057129979133606
15,graph_00,industrial_cooling_system,0,node_018,residual_only_oracle,,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,False,False,1,1,True,1,"[""node_017""]",True,1,"[""node_019""]",True,4,False,False,"[""mediator"", ""chain""]",mediator,"[""non_root"", ""non_root_visible_parent""]",True,15,15,embeddings.npz#initial[15],embeddings.npz#final[15],46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.0,0.9015833666316249,0.25401121023050194,-0.06756075129994399,4,0.25,0,1,1,0,,pending,0.0004179257024759095,"[""shutdown"", ""length of service"", ""turnaround time"", ""duration"", ""delay payment"", ""business interruption insurance""]",False,1.3734577562619892,1.057129979133606
16,graph_00,industrial_cooling_system,0,node_000,independence_only_oracle,,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,True,False,0,1,False,0,[],True,1,"[""node_006""]",True,3,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,16,16,embeddings.npz#initial[16],embeddings.npz#final[16],5c1fe9b8b098af8ae6774ccfcbc41ef52d6c379c5bf3798aa82086475748bd9a,04540e53347397a9cf517584e40eecec8c4dac524142756e46d9f5f6509cb83f,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,4.886958926642921,0.09570346262266462,0.01588192095603625,-0.2372389920274165,8,0.125,0,0,0,0,,pending,0.0004179257024759095,[],False,0.012058003796120617,5.340803623199463
17,graph_00,industrial_cooling_system,0,node_007,independence_only_oracle,,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,False,False,2,2,True,2,"[""node_002"", ""node_006""]",True,2,"[""node_008"", ""node_016""]",True,3,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,17,17,embeddings.npz#initial[17],embeddings.npz#final[17],24f8350d1cfd3c6ddde4f098a87206da64ef72f99a798d55f23bf4ae01808568,2cd68fd7dfe29a355695167e17b0b268addcb6104a306c9000e226fec619ce1c,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,4.864594596224285,0.3043470801587658,0.29324023450547343,-0.01781852740698836,2,0.5,0,1,1,0,,pending,0.0004179257024759095,[],False,0.012058003796120617,5.340803623199463
18,graph_00,industrial_cooling_system,0,node_012,independence_only_oracle,,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,False,False,2,1,True,2,"[""node_010"", ""node_011""]",True,1,"[""node_014""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,18,18,embeddings.npz#initial[18],embeddings.npz#final[18],92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,e1c264ff33deafa55b225dc57cfc4820e46c0507088d49ee8603d60a7f6ab54e,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,4.955688859916657,0.3434959453795143,0.2621707143923273,-0.022872555593882127,3,0.3333333333333333,0,1,1,0,,pending,0.0004179257024759095,[],False,0.012058003796120617,5.340803623199463
19,graph_00,industrial_cooling_system,0,node_018,independence_only_oracle,,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,False,False,1,1,True,1,"[""node_017""]",True,1,"[""node_019""]",True,4,False,False,"[""mediator"", ""chain""]",mediator,"[""non_root"", ""non_root_visible_parent""]",True,19,19,embeddings.npz#initial[19],embeddings.npz#final[19],46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,2.4101385219207447e-08,0.9015833666316249,0.25401121023050194,-0.06756075129994399,4,0.25,0,1,0,0,,pending,0.0004179257024759095,"[""shutdown"", ""length of service"", ""turnaround time"", ""duration"", ""delay payment"", ""business interruption insurance""]",False,0.012058003796120617,5.340803623199463
20,graph_00,industrial_cooling_system,0,node_000,symmetrized_oracle,,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,True,False,0,1,False,0,[],True,1,"[""node_006""]",True,3,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,20,20,embeddings.npz#initial[20],embeddings.npz#final[20],5c1fe9b8b098af8ae6774ccfcbc41ef52d6c379c5bf3798aa82086475748bd9a,fbbf62dc531d2514fcfb755d054fc3035f867055e77cc4fad40841084b21f1e0,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.5581274845933496,0.55164331426797,0.04997185451489607,-0.23452368669763768,3,0.3333333333333333,0,1,1,0,,pending,0.0004179257024759095,"[""flow control"", ""width restriction"", ""coolant system"", ""flow control device""]",False,4.82713726350331,2.4092369079589844
21,graph_00,industrial_cooling_system,0,node_007,symmetrized_oracle,,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,False,False,2,2,True,2,"[""node_002"", ""node_006""]",True,2,"[""node_008"", ""node_016""]",True,3,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,21,21,embeddings.npz#initial[21],embeddings.npz#final[21],24f8350d1cfd3c6ddde4f098a87206da64ef72f99a798d55f23bf4ae01808568,f74062d57739a8fb893300d18db7d905795c7de238125c43920ff5f28ca01380,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.23292942241955505,0.8539825278914146,0.2080418075172192,-0.06291193883090218,4,0.25,0,1,1,0,,pending,0.0004179257024759095,"[""failed repair"", ""impediment removal"", ""pump failure"", ""performance degradation"", ""removest"", ""oxygen deficit""]",False,4.82713726350331,2.4092369079589844
22,graph_00,industrial_cooling_system,0,node_012,symmetrized_oracle,,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,False,False,2,1,True,2,"[""node_010"", ""node_011""]",True,1,"[""node_014""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,22,22,embeddings.npz#initial[22],embeddings.npz#final[22],92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,d7b57fabaf082b342368a398adde4004c7f0a79a1715630f6762f3fa83d4b398,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.8069635028599982,0.5544494643155784,0.11703137006466025,-0.11654385271072709,3,0.3333333333333333,0,1,1,0,,pending,0.0004179257024759095,"[""control function"", ""call delay"", ""control order""]",False,4.82713726350331,2.4092369079589844
23,graph_00,industrial_cooling_system,0,node_018,symmetrized_oracle,,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,False,False,1,1,True,1,"[""node_017""]",True,1,"[""node_019""]",True,4,False,False,"[""mediator"", ""chain""]",mediator,"[""non_root"", ""non_root_visible_parent""]",True,23,23,embeddings.npz#initial[23],embeddings.npz#final[23],46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,9a6c95c8c16ca2f3342993ea1a39b6de5c040710ef3276577d0f152ea3fc49a5,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.3084971546565607,0.8286837708798293,0.10544197981232514,-0.10184847022609178,5,0.2,0,1,1,0,,pending,0.0004179257024759095,"[""duration"", ""length of service"", ""screening length"", ""length of days"", ""turnaround time"", ""shutdown""]",False,4.82713726350331,2.4092369079589844
24,graph_00,industrial_cooling_system,0,node_000,markov_blanket_oracle,,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,True,False,0,1,False,0,[],True,1,"[""node_006""]",True,3,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,24,24,embeddings.npz#initial[24],embeddings.npz#final[24],5c1fe9b8b098af8ae6774ccfcbc41ef52d6c379c5bf3798aa82086475748bd9a,085ec65c057b1e7416e2e74867957032eb7c4b5209feee1372fd6c55c4e4e343,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.5619737386514546,0.7345989534070376,0.016197155183218508,-0.2085652922426956,5,0.2,0,1,1,0,,pending,0.0004179257024759095,"[""coolant system"", ""coolant"", ""width restriction"", ""flow control""]",False,6.309248847725255,3.027667284011841
25,graph_00,industrial_cooling_system,0,node_007,markov_blanket_oracle,,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,False,False,2,2,True,2,"[""node_002"", ""node_006""]",True,2,"[""node_008"", ""node_016""]",True,3,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,25,25,embeddings.npz#initial[25],embeddings.npz#final[25],24f8350d1cfd3c6ddde4f098a87206da64ef72f99a798d55f23bf4ae01808568,3bf2164be6d04a0576b1237b3b573832beb3496f1e4205fb61c90fdcc3b2e421,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.2734445682924299,0.8381079130100382,0.1986616379117218,-0.07144941918038417,4,0.25,0,1,1,0,,pending,0.0004179257024759095,"[""failed repair"", ""impediment removal"", ""removest"", ""pump failure"", ""performance degradation"", ""oxygen deficit""]",False,6.309248847725255,3.027667284011841
26,graph_00,industrial_cooling_system,0,node_012,markov_blanket_oracle,,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,False,False,2,1,True,2,"[""node_010"", ""node_011""]",True,1,"[""node_014""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,26,26,embeddings.npz#initial[26],embeddings.npz#final[26],92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,f5b1a49e388bd8e8578f0d7c4b04dcedaaf36315b9246956cbde432036dadb63,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.2434389735843747,-0.37556341500495544,0.03842025401535374,-0.1220292694958871,4,0.25,0,1,1,0,,pending,0.0004179257024759095,"[""low equipment failure"", ""low equipment casualty""]",False,6.309248847725255,3.027667284011841
27,graph_00,industrial_cooling_system,0,node_018,markov_blanket_oracle,,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,False,False,1,1,True,1,"[""node_017""]",True,1,"[""node_019""]",True,4,False,False,"[""mediator"", ""chain""]",mediator,"[""non_root"", ""non_root_visible_parent""]",True,27,27,embeddings.npz#initial[27],embeddings.npz#final[27],46b381f64f82498ddc36c91b12e2438213430e44a65869709a89216be5da6e93,1c2e1699602f75c6c16165afdc7e9552cd7380f1f40ce1f62756540f5983f5e3,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.29230700372477714,0.8315955735749522,0.09909451208726644,-0.10229231945377837,5,0.2,0,1,1,0,,pending,0.0004179257024759095,"[""duration"", ""length of service"", ""length of days"", ""shutdown"", ""screening length"", ""deviation ratio""]",False,6.309248847725255,3.027667284011841
28,graph_00,industrial_cooling_system,0,node_000,same_module_graph,,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,True,False,0,1,False,0,[],True,1,"[""node_006""]",True,3,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,28,28,embeddings.npz#initial[28],embeddings.npz#final[28],5c1fe9b8b098af8ae6774ccfcbc41ef52d6c379c5bf3798aa82086475748bd9a,63c3b231ee72c3bb0317cd45874e1b4a26309f6a3848f6efb954d2b3c684a22f,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.4000772179374532,0.8743093781994562,0.04429900777994943,-0.11676287183991518,7,0.14285714285714285,0,0,0,0,,pending,0.0004179257024759095,"[""coolant system"", ""width restriction"", ""coolant"", ""rate of flow"", ""flow control"", ""fluid flow separation""]",False,3.993766328299937,1.4985015392303467
29,graph_00,industrial_cooling_system,0,node_007,same_module_graph,,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,False,False,2,2,True,2,"[""node_002"", ""node_006""]",True,2,"[""node_008"", ""node_016""]",True,3,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,29,29,embeddings.npz#initial[29],embeddings.npz#final[29],24f8350d1cfd3c6ddde4f098a87206da64ef72f99a798d55f23bf4ae01808568,66d727aae7de434d78a07415939d1e36b74fe7f77e13d047e2b1c7e3cb29c0de,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.6424646117065982,0.9140410924833893,0.20774877881780227,-0.04209279740775074,4,0.25,0,1,1,0,,pending,0.0004179257024759095,"[""coolant system"", ""pump failure"", ""performance degradation"", ""width restriction"", ""disease severity"", ""coolant""]",False,3.993766328299937,1.4985015392303467
30,graph_00,industrial_cooling_system,0,node_012,same_module_graph,,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,False,False,2,1,True,2,"[""node_010"", ""node_011""]",True,1,"[""node_014""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,30,30,embeddings.npz#initial[30],embeddings.npz#final[30],92058ed4b0a7aa92a11121b569edc1f911a50ca0fd7f9b124c8feb2c683a991e,2811ac8d9273c254292ba9045c859516bd1546648e616e6e35abac9d00095108,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.8328062933624928,0.6603755550871822,-0.026888913928449203,-0.1757871202697885,8,0.125,0,0,0,0,,pending,0.0004179257024759095,"[""delayed action"", ""conditional response"", ""call delay"", ""control structure"", ""shutdown"", ""control experiment""]",False,3.993766328299937,1.4985015392303467
